id,source_id,evidence_type,observed_value,original_url,normalized_url,captured_at,locale,scope,confidence,unavailable_reason
EV-0069,SRC-CRAWL,page_observation,HTTP 200; title=“Six Of The Best Easter Eggs For Adults” – Kakawa Chocolates; meta=present; H1=“Six Of The Best Easter Eggs For Adults”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/six-of-the-best-easter-eggs-for-adults,https://kakawachocolates.com.au/blogs/in-the-media/six-of-the-best-easter-eggs-for-adults,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0070,SRC-CRAWL,page_observation,HTTP 200; title=Kakawa Chocolates Featured in The Sydney Morning Herald; meta=present; H1=Sweet Coverage: Kakawa Hops Into The Sydney Morning Herald; internal_links=38,https://kakawachocolates.com.au/blogs/in-the-media/sweet-coverage-kakawa-hops-into-the-sydney-morning-herald,https://kakawachocolates.com.au/blogs/in-the-media/sweet-coverage-kakawa-hops-into-the-sydney-morning-herald,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0071,SRC-CRAWL,page_observation,HTTP 200; title=Best Chocolate Easter Eggs in Sydney for Every Budget | Kakawa Chocolates; meta=present; H1=“Sydney’s cracking new chocolate Easter eggs for every budget”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/sydney-cracking-chocolate-easter-eggs,https://kakawachocolates.com.au/blogs/in-the-media/sydney-cracking-chocolate-easter-eggs,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0072,SRC-CRAWL,page_observation,HTTP 200; title=Sydney's Essential Sweets Guide: Top Picks | Kakawa Chocolates; meta=present; H1=“Sydney Sweets: An Essential Guide”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/sydney-sweets-an-essential-guide,https://kakawachocolates.com.au/blogs/in-the-media/sydney-sweets-an-essential-guide,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0073,SRC-CRAWL,page_observation,HTTP 200; title=10 Best Chocolates to Enjoy This Easter | Kakawa Chocolates; meta=present; H1=“The 10 Best Chocolates to Indulge in this Easter”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/the-10-best-chocolates-easter,https://kakawachocolates.com.au/blogs/in-the-media/the-10-best-chocolates-easter,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0074,SRC-CRAWL,page_observation,HTTP 200; title=Best Chocolate Shops in Sydney | Kakawa Chocolates; meta=present; H1=“The Best Chocolate Shops in Sydney to Get Your Sweet Treat Fix”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolate-shops-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolate-shops-in-sydney,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0075,SRC-CRAWL,page_observation,HTTP 200; title=The Best Chocolatiers in Sydney | Kakawa Chocolates; meta=present; H1=“The Best Chocolatiers in Sydney”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolatiers-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media/the-best-chocolatiers-in-sydney,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0076,SRC-CRAWL,page_observation,HTTP 200; title=Where to Find the Best Easter Chocolate in Sydney | Kakawa Chocolates; meta=present; H1=“Where to find the best Easter chocolate in Sydney”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/the-best-easter-chocolate-in-sydney,https://kakawachocolates.com.au/blogs/in-the-media/the-best-easter-chocolate-in-sydney,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0077,SRC-CRAWL,page_observation,HTTP 200; title=World Chocolate Day: Top 11 Chocolate Spots in Sydney | Kakawa Chocolates; meta=present; H1=“World Chocolate Day: 11 places to get your chocolate fix”; internal_links=39,https://kakawachocolates.com.au/blogs/in-the-media/world-chocolate-day,https://kakawachocolates.com.au/blogs/in-the-media/world-chocolate-day,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0078,SRC-CRAWL,page_observation,HTTP 200; title=Media Features & Press Coverage | Kakawa Chocolates – Page 2; meta=present; H1=In The Media; internal_links=40,https://kakawachocolates.com.au/blogs/in-the-media?page=2,https://kakawachocolates.com.au/blogs/in-the-media?page=2,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0079,SRC-CRAWL,page_observation,HTTP 200; title=Products – Kakawa Chocolates; meta=unavailable; H1=Products; internal_links=63,https://kakawachocolates.com.au/collections/all,https://kakawachocolates.com.au/collections/all,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0080,SRC-CRAWL,page_observation,HTTP 200; title=Shipping policy – Kakawa Chocolates; meta=unavailable; H1=Shipping policy; internal_links=36,https://kakawachocolates.com.au/policies/shipping-policy,https://kakawachocolates.com.au/policies/shipping-policy,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0081,SRC-CRAWL,page_observation,HTTP 200; title=Design Your Own Chocolate Box | Kakawa Chocolates; meta=present; H1=Design Your Own Box; internal_links=61,https://kakawachocolates.com.au/collections/design-your-own-box,https://kakawachocolates.com.au/collections/design-your-own-box,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0082,SRC-CRAWL,page_observation,HTTP 200; title=Gift Voucher Collection | Kakawa Chocolates; meta=present; H1=Gift Voucher; internal_links=36,https://kakawachocolates.com.au/collections/gift-voucher,https://kakawachocolates.com.au/collections/gift-voucher,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0083,SRC-CRAWL,page_observation,HTTP 200; title=Date and Marzipan Bar | Kakawa Chocolates; meta=present; H1=Date and Marzipan Bar; internal_links=36,https://kakawachocolates.com.au/products/date-and-marzipan-bar,https://kakawachocolates.com.au/products/date-and-marzipan-bar,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0084,SRC-CRAWL,page_observation,HTTP 200; title=Peanut Praline & Strawberry Bar – Kakawa Chocolates; meta=present; H1=Peanut Praline & Strawberry Bar; internal_links=36,https://kakawachocolates.com.au/products/peanut-praline-and-strawberry-bar,https://kakawachocolates.com.au/products/peanut-praline-and-strawberry-bar,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0085,SRC-CRAWL,page_observation,HTTP 200; title=Salted Caramel Bar – Kakawa Chocolates; meta=present; H1=Salted Caramel Bar; internal_links=36,https://kakawachocolates.com.au/products/salted-caramel-bar,https://kakawachocolates.com.au/products/salted-caramel-bar,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0086,SRC-CRAWL,page_observation,HTTP 200; title=Salted Crispy Crunch Bar | Kakawa Chocolates; meta=present; H1=Salted Crispy Crunch Bar; internal_links=36,https://kakawachocolates.com.au/products/salted-crispy-crunchy-bar,https://kakawachocolates.com.au/products/salted-crispy-crunchy-bar,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0087,SRC-CRAWL,page_observation,HTTP 200; title=Soft Chocolate Nougat Bar – Kakawa Chocolates; meta=present; H1=Soft Chocolate Nougat Bar; internal_links=36,https://kakawachocolates.com.au/products/soft-chocolate-nougat-bar,https://kakawachocolates.com.au/products/soft-chocolate-nougat-bar,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0088,SRC-CRAWL,page_observation,HTTP 200; title=Black Doris Plum & Dark Chocolate CD – Kakawa Chocolates; meta=present; H1=Black Doris Plum & Dark Chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/black-doris-plum-dark-chocolate-cd,https://kakawachocolates.com.au/products/black-doris-plum-dark-chocolate-cd,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0089,SRC-CRAWL,page_observation,HTTP 200; title=Blood Orange & Dark Chocolate CD – Kakawa Chocolates; meta=present; H1=Blood Orange & Dark Chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/blood-orange-dark-chocolate,https://kakawachocolates.com.au/products/blood-orange-dark-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0090,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate CD Gift Box | Kakawa Chocolates; meta=present; H1=Chocolate CD Gift Box; internal_links=36,https://kakawachocolates.com.au/products/chocolate-cd-gift-box,https://kakawachocolates.com.au/products/chocolate-cd-gift-box,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0091,SRC-CRAWL,page_observation,HTTP 200; title=Mango and Chilli & Dark Chocolate CD | Kakawa Chocolates; meta=present; H1=Mango and Chilli & Dark Chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/mango-and-chilli-dark-chocolate,https://kakawachocolates.com.au/products/mango-and-chilli-dark-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0092,SRC-CRAWL,page_observation,HTTP 200; title=Passion Fruit & Milk Chocolate CD – Kakawa Chocolates; meta=present; H1=Passion Fruit & Milk Chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/passion-fruit-milk-chocolate,https://kakawachocolates.com.au/products/passion-fruit-milk-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0093,SRC-CRAWL,page_observation,HTTP 200; title=Raspberry & Milk Chocolate CD – Kakawa Chocolates; meta=present; H1=Raspberry & Milk Chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/raspberry-milk-chocolate-cd,https://kakawachocolates.com.au/products/raspberry-milk-chocolate-cd,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0094,SRC-CRAWL,page_observation,HTTP 200; title=Strawberry & White Chocolate CD | Kakawa Chocolates; meta=present; H1=Strawberry & white chocolate CD; internal_links=36,https://kakawachocolates.com.au/products/strawberry-white-chocolate,https://kakawachocolates.com.au/products/strawberry-white-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0095,SRC-CRAWL,page_observation,HTTP 200; title=Premium Chocolate Slabs | Handmade Chocolate Slabs By Kakawa – Page 2 – Kakawa Chocolates; meta=present; H1=Handcrafted Chocolate Slab; internal_links=45,https://kakawachocolates.com.au/collections/chocolate-slab?page=2,https://kakawachocolates.com.au/collections/chocolate-slab?page=2,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0096,SRC-CRAWL,page_observation,HTTP 200; title=Candied Pistachio Ruby Chocolate Slab – Kakawa Chocolates; meta=present; H1=Candied Pistachio Ruby Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/candied-pistachio-ruby-chocolate-slab,https://kakawachocolates.com.au/products/candied-pistachio-ruby-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0097,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Almond Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Caramelised Almond Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/caramelised-almond-with-dark-chocolate-slab,https://kakawachocolates.com.au/products/caramelised-almond-with-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0098,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Black Sesame White Chocolate Slab – Kakawa Chocolates; meta=present; H1=Caramelised Black Sesame White Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/caramelised-black-sesame,https://kakawachocolates.com.au/products/caramelised-black-sesame,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0099,SRC-CRAWL,page_observation,HTTP 200; title=Caramelised Popcorn Milk Chocolate Slab – Kakawa Chocolates; meta=present; H1=Caramelised Popcorn Milk Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/coffee-bean-slab-milk-chocolate,https://kakawachocolates.com.au/products/coffee-bean-slab-milk-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0100,SRC-CRAWL,page_observation,HTTP 200; title=Honeycomb Chocolate Slab – Kakawa Chocolates; meta=present; H1=Honeycomb Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/honeycomb-slab,https://kakawachocolates.com.au/products/honeycomb-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0101,SRC-CRAWL,page_observation,HTTP 200; title=Peanut Slab Toffee Milk Chocolate | Kakawa Chocolates; meta=present; H1=Peanut Toffee Milk Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/peanut-toffee-milk-chocolate-slab,https://kakawachocolates.com.au/products/peanut-toffee-milk-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0102,SRC-CRAWL,page_observation,HTTP 200; title=Rocher Milk Chocolate – Kakawa Chocolates; meta=present; H1=Rocher Milk Chocolate; internal_links=36,https://kakawachocolates.com.au/products/rocher-milk-chocolate,https://kakawachocolates.com.au/products/rocher-milk-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0103,SRC-CRAWL,page_observation,HTTP 200; title=Toffee Dark Chocolate Slab | Kakawa Chocolates; meta=present; H1=Toffee Dark Chocolate Slab; internal_links=36,https://kakawachocolates.com.au/products/toffee-dark-chocolate-slab,https://kakawachocolates.com.au/products/toffee-dark-chocolate-slab,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0104,SRC-CRAWL,page_observation,HTTP 200; title=Cacao Nibs – Pure Crunchy Superfood | Kakawa Chocolates; meta=present; H1=Cacao Nib Chocolate; internal_links=36,https://kakawachocolates.com.au/products/cacao-nib,https://kakawachocolates.com.au/products/cacao-nib,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0105,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate Caramel | Kakawa Chocolates; meta=present; H1=Chocolate Caramel; internal_links=36,https://kakawachocolates.com.au/products/caramel,https://kakawachocolates.com.au/products/caramel,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0106,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate Kangaroo Pop – Kakawa Chocolates; meta=present; H1=Chocolate Kangaroo Pop; internal_links=36,https://kakawachocolates.com.au/products/chocolate-kangaroo-pop,https://kakawachocolates.com.au/products/chocolate-kangaroo-pop,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0107,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate Koala Pop – Kakawa Chocolates; meta=present; H1=Chocolate Koala Pop; internal_links=36,https://kakawachocolates.com.au/products/chocolate-koala-pop,https://kakawachocolates.com.au/products/chocolate-koala-pop,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0108,SRC-CRAWL,page_observation,HTTP 200; title=Dark Chocolate Slab Pack | Kakawa Chocolates; meta=present; H1=Dark Chocolate Slab Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/chocolate-slab-pack-online-only,https://kakawachocolates.com.au/products/chocolate-slab-pack-online-only,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0109,SRC-CRAWL,page_observation,HTTP 200; title=Cocoa Powder | Kakawa Chocolates; meta=present; H1=Cocoa Powder; internal_links=36,https://kakawachocolates.com.au/products/cocoa-powder,https://kakawachocolates.com.au/products/cocoa-powder,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0110,SRC-CRAWL,page_observation,HTTP 200; title=Confectionery Pack | Kakawa Chocolates; meta=present; H1=Confectionery Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/confectionery-pack-online-only,https://kakawachocolates.com.au/products/confectionery-pack-online-only,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0111,SRC-CRAWL,page_observation,HTTP 200; title=Crunch Pack | Kakawa Chocolates; meta=present; H1=Crunch Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/crunch-pack-online-only,https://kakawachocolates.com.au/products/crunch-pack-online-only,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0112,SRC-CRAWL,page_observation,HTTP 200; title=Fun Chocolate Pack (Online Exclusive) | Kakawa Chocolates; meta=present; H1=Fun Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/fun-pack-online-only,https://kakawachocolates.com.au/products/fun-pack-online-only,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0113,SRC-CRAWL,page_observation,HTTP 200; title=Ginger Rock – Kakawa Chocolates; meta=present; H1=Ginger Rock; internal_links=36,https://kakawachocolates.com.au/products/ginger-rock,https://kakawachocolates.com.au/products/ginger-rock,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0114,SRC-CRAWL,page_observation,HTTP 200; title=Green Apple Jelly – Kakawa Chocolates; meta=present; H1=Green Apple Jelly; internal_links=36,https://kakawachocolates.com.au/products/green-apple-jelly,https://kakawachocolates.com.au/products/green-apple-jelly,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0115,SRC-CRAWL,page_observation,HTTP 200; title=Hot Chocolate Bomb Gift Box | Kakawa Chocolates; meta=present; H1=Hot Chocolate Bomb; internal_links=36,https://kakawachocolates.com.au/products/hot-chocolate-bomb-gift-box-gift-box,https://kakawachocolates.com.au/products/hot-chocolate-bomb-gift-box-gift-box,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0116,SRC-CRAWL,page_observation,HTTP 200; title=Matcha Green Tea Caramel | Kakawa Chocolates; meta=present; H1=Matcha Green Tea Caramel; internal_links=36,https://kakawachocolates.com.au/products/matcha-green-tea-caramel,https://kakawachocolates.com.au/products/matcha-green-tea-caramel,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0117,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate Bar Pack (Online Only) – Kakawa Chocolates; meta=present; H1=Chocolate Bar Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/online-orders-only-chocolate-bar-pack,https://kakawachocolates.com.au/products/online-orders-only-chocolate-bar-pack,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0118,SRC-CRAWL,page_observation,HTTP 200; title=Orange Peel | Kakawa Chocolates; meta=present; H1=Orange Peel; internal_links=36,https://kakawachocolates.com.au/products/orange-peel,https://kakawachocolates.com.au/products/orange-peel,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0119,SRC-CRAWL,page_observation,HTTP 200; title=Passion Fruit Jelly – Kakawa Chocolates; meta=present; H1=Passion Fruit Jelly; internal_links=36,https://kakawachocolates.com.au/products/passion-fruit-jelly,https://kakawachocolates.com.au/products/passion-fruit-jelly,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0120,SRC-CRAWL,page_observation,HTTP 200; title=Raspberry Jelly | Kakawa Chocolates; meta=present; H1=Raspberry Jelly; internal_links=36,https://kakawachocolates.com.au/products/raspberry-jelly,https://kakawachocolates.com.au/products/raspberry-jelly,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0121,SRC-CRAWL,page_observation,HTTP 200; title=Cherry Rocky Road – Kakawa Chocolates; meta=present; H1=Cherry Rocky Road; internal_links=36,https://kakawachocolates.com.au/products/rocky-road-cherry-passion-fruit-cherry-rocky-road,https://kakawachocolates.com.au/products/rocky-road-cherry-passion-fruit-cherry-rocky-road,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0122,SRC-CRAWL,page_observation,HTTP 200; title=Salted Butter Caramel – Kakawa Chocolates; meta=present; H1=Salted Butter Caramel; internal_links=36,https://kakawachocolates.com.au/products/salted-butter-caramel,https://kakawachocolates.com.au/products/salted-butter-caramel,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0123,SRC-CRAWL,page_observation,HTTP 200; title=Sea Salt and Milk Chocolate Fudge | Kakawa Chocolates; meta=present; H1=Sea Salt and Milk Chocolate Fudge; internal_links=36,https://kakawachocolates.com.au/products/sea-salt-and-milk-chocolate-fudge,https://kakawachocolates.com.au/products/sea-salt-and-milk-chocolate-fudge,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0124,SRC-CRAWL,page_observation,HTTP 200; title=Strawberry Jelly | Kakawa Chocolates; meta=present; H1=Strawberry Jelly; internal_links=36,https://kakawachocolates.com.au/products/strawberry-jelly,https://kakawachocolates.com.au/products/strawberry-jelly,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0125,SRC-CRAWL,page_observation,HTTP 200; title=Vanilla Bean Marshmallows | Kakawa Chocolates; meta=present; H1=Vanilla Bean Marshmallows; internal_links=36,https://kakawachocolates.com.au/products/vanilla-bean-marshmallows,https://kakawachocolates.com.au/products/vanilla-bean-marshmallows,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0126,SRC-CRAWL,page_observation,HTTP 200; title=Velvety Chocolate Pack | Kakawa Chocolates; meta=present; H1=Velvety Chocolate Pack (Online Only); internal_links=36,https://kakawachocolates.com.au/products/velvety-chocolate-pack-online-only,https://kakawachocolates.com.au/products/velvety-chocolate-pack-online-only,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0127,SRC-CRAWL,page_observation,HTTP 200; title=Father’s Day Booze Chocolate Gift Box | Kakawa Chocolates; meta=present; H1=Father’s Day Booze Chocolate Gift Box - 9 Liquor Chocolates; internal_links=36,https://kakawachocolates.com.au/products/booze-chocolate-box,https://kakawachocolates.com.au/products/booze-chocolate-box,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0128,SRC-CRAWL,page_observation,HTTP 200; title=Deluxe Father’s Day Liquor Chocolate Box | Kakawa Chocolates; meta=present; H1=Father’s Day Deluxe Booze Chocolate Box - 25 Piece Liquor Chocolate Collection; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-25-chocolate,https://kakawachocolates.com.au/products/gift-box-of-25-chocolate,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0129,SRC-CRAWL,page_observation,HTTP 200; title=Chocolate Gift Boxes | Luxury Handmade Boxes Sydney | Kakawa – Page 2 – Kakawa Chocolates; meta=present; H1=Chocolate Gift Boxes; internal_links=39,https://kakawachocolates.com.au/collections/gift-boxes?page=2,https://kakawachocolates.com.au/collections/gift-boxes?page=2,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0130,SRC-CRAWL,page_observation,HTTP 200; title=Mother’s Day Flower Chocolate Box | Kakawa Chocolates; meta=present; H1=Flower Chocolate Gift Box - 25 Piece Flower Painted Chocolates & Bestseller Collection; internal_links=36,https://kakawachocolates.com.au/products/flower-chocolate-gift-box-18-piece-flower-painted-chocolates-bestseller-mix-copy,https://kakawachocolates.com.au/products/flower-chocolate-gift-box-18-piece-flower-painted-chocolates-bestseller-mix-copy,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0131,SRC-CRAWL,page_observation,HTTP 200; title=Mother’s Day Flower Chocolate Box | Kakawa Chocolates; meta=present; H1=Flower Chocolate Gift Box - 18 Piece Flower Painted Chocolates & Bestseller Mix; internal_links=36,https://kakawachocolates.com.au/products/flower-chocolate-gift-box-copy,https://kakawachocolates.com.au/products/flower-chocolate-gift-box-copy,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0132,SRC-CRAWL,page_observation,HTTP 200; title=Brownie & Fresh Ginger Caramel | Kakawa Chocolates; meta=present; H1=Brownie & Fresh Ginger Caramel; internal_links=36,https://kakawachocolates.com.au/products/fresh-ginger-caramel,https://kakawachocolates.com.au/products/fresh-ginger-caramel,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0133,SRC-CRAWL,page_observation,HTTP 200; title=18 Pieces Gift Box – Kakawa Chocolates; meta=present; H1=18 Pieces Gift Box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-18,https://kakawachocolates.com.au/products/gift-box-of-18,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0134,SRC-CRAWL,page_observation,HTTP 200; title=Gift Box of 2 | Kakawa Chocolates; meta=present; H1=2 Pieces Gift Box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-2,https://kakawachocolates.com.au/products/gift-box-of-2,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0135,SRC-CRAWL,page_observation,HTTP 200; title=25 Pieces Chocolate Gift Box | Kakawa Chocolates; meta=present; H1=25 Pieces Gift Box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-25,https://kakawachocolates.com.au/products/gift-box-of-25,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0136,SRC-CRAWL,page_observation,HTTP 200; title=Gift Box of 4 Chocolates | Kakawa Chocolates; meta=present; H1=4 Pieces Gift Box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-4,https://kakawachocolates.com.au/products/gift-box-of-4,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0137,SRC-CRAWL,page_observation,HTTP 200; title=50 Pieces Gift box | Kakawa Chocolates; meta=present; H1=50 Pieces Gift box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-50-assorted,https://kakawachocolates.com.au/products/gift-box-of-50-assorted,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0138,SRC-CRAWL,page_observation,HTTP 200; title=9 Pieces Gift Box – Kakawa Chocolates; meta=present; H1=9 Pieces Gift Box; internal_links=36,https://kakawachocolates.com.au/products/gift-box-of-9,https://kakawachocolates.com.au/products/gift-box-of-9,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
EV-0139,SRC-CRAWL,page_observation,HTTP 200; title=Hot Chocolate Collection | Kakawa Chocolates; meta=present; H1=Hot Chocolate Collection; internal_links=36,https://kakawachocolates.com.au/products/hot-chocolate-collection,https://kakawachocolates.com.au/products/hot-chocolate-collection,2026-07-15T08:40:41.197233+00:00,en-AU,approved-domain HTML response,1.0,Unavailable
