source_url,target_url,anchor,rationale,evidence_ids,approval_status
https://kakawachocolates.com.au/collections/easter/products/happy-easter-bunny,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0334, EV-0194",review_ready
https://kakawachocolates.com.au/collections/easter/products/sugar-coated-praline-egg,https://kakawachocolates.com.au/collections/easter,Handcrafted Easter Chocolates,Preserve a descriptive parent relationship,"EV-0335, EV-0194",review_ready
https://kakawachocolates.com.au/blogs/chocolates/tagged/mothers-day-flower-chocolate,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0336, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Mother%E2%80%99s+Day+surprise+with+handcrafted+flower+chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fmother-s-day-surprise-with-handcrafted-flower-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0337, EV-0002",review_ready
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/flower-chocolate-box-mothers-day-limited-edition,https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates,Mother's Day Flower Chocolates,Add a descriptive parent relationship after editorial review,"EV-0338, EV-0196",withheld_pending_review
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/mothers-day-flower-heart-chocolate,https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates,Mother's Day Flower Chocolates,Add a descriptive parent relationship after editorial review,"EV-0339, EV-0196",withheld_pending_review
https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates/products/spoil-mum-pack,https://kakawachocolates.com.au/collections/mothers-day-flower-chocolates,Mother's Day Flower Chocolates,Add a descriptive parent relationship after editorial review,"EV-0340, EV-0196",withheld_pending_review
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Personalised+Wedding+Chocolates%3A+Unique+Ideas&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fpersonalised-wedding-chocolates-unique-ideas,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0341, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Why+Chocolate+Makes+the+Perfect+Christmas+Gift&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fthe-perfect-christmas-gift,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0342, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=The+Perfect+Gift+Boxes+for+Every+Occasion&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fthe-perfect-gift-boxes,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0343, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/chocolates/twitter.com/intent/tweet?text=Personalised+Wedding+Chocolates+%7C+Custom+Wedding+Favours+%E2%80%93+Kakawa+Chocolates&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fchocolates%2Fwedding-chocolates,https://kakawachocolates.com.au/blogs/chocolates,Blog,Preserve a descriptive parent relationship,"EV-0344, EV-0002",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CThe+best+Easter+chocolate+for+all+age+groups%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Fthe-best-easter-chocolate,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0345, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CAustralia%E2%80%99s+Top+10+Chocolate+Shops%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Faustralia-top-10-chocolate-shops,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0346, EV-0003",review_ready
https://kakawachocolates.com.au/blogs/in-the-media/twitter.com/intent/tweet?text=%E2%80%9CEaster+Chocolate+Gift+Guide%E2%80%9D&url=https%3A%2F%2Fkakawachocolates.com.au%2Fblogs%2Fin-the-media%2Feaster-chocolate-gift-guide,https://kakawachocolates.com.au/blogs/in-the-media,In The Media,Preserve a descriptive parent relationship,"EV-0347, EV-0003",review_ready
